name,record,wins,losses,draws,height,weight,reach,stance,dob,strikes_landed_per_min,striking_accuracy,strikes_absorbed_per_min,striking_defense,takedown_average,takedown_accuracy,takedown_defense,submission_average,fighter_url,height_inches,weight_lbs,reach_inches,dob_parsed,total_fights,win_percentage
Mick Parkin,10-1-0,10.0,1.0,0.0,"6' 4""",265 lbs.,"79""",Orthodox,"Oct 02, 1995",4.7,0.0,4.13,0.58,0.0,0.46,0.5,0.0,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,76.0,265.0,79.0,1995-10-02,11.0,0.9090909090909091
Steve Garcia,19-5-0,19.0,5.0,0.0,"6' 0""",145 lbs.,"75""",Southpaw,"May 22, 1992",5.39,0.0,2.12,0.59,0.0,0.4,0.88,0.0,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,72.0,145.0,75.0,1992-05-22,24.0,0.7916666666666666
Austen Lane,13-7-0 (1 NC),13.0,7.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,0.0,0.0,0.0,,20.0,0.65
Andre Petroski,13-6-0,13.0,6.0,0.0,"6' 0""",185 lbs.,"73""",Switch,"Jun 12, 1991",2.81,0.0,2.79,0.53,0.0,0.51,0.86,0.0,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,72.0,185.0,73.0,1991-06-12,19.0,0.6842105263157895
Paddy Pimblett,23-3-0,23.0,3.0,0.0,"5' 10""",155 lbs.,"73""",Orthodox,"Jan 03, 1995",5.19,0.0,3.14,0.42,0.0,0.28,0.5,0.0,http://ufcstats.com/fighter-details/7826923b47f8d72a,70.0,155.0,73.0,1995-01-03,26.0,0.8846153846153846
Lauren Murphy,16-7-0,16.0,7.0,0.0,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",3.94,0.0,5.19,0.56,0.0,0.24,0.67,0.0,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,65.0,125.0,67.0,1983-07-27,23.0,0.6956521739130435
Adrian Yanez,17-6-0,17.0,6.0,0.0,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 29, 1993",6.23,0.0,5.75,0.54,0.0,0.0,0.81,0.0,http://ufcstats.com/fighter-details/0232cabbc30a2372,67.0,135.0,70.0,1993-11-29,23.0,0.7391304347826086
Victor Henry,25-7-0 (1 NC),25.0,7.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/eb8d8c2a95cfccb8,0.0,0.0,0.0,,32.0,0.78125
Max Griffin,20-12-0,20.0,12.0,0.0,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",3.76,0.0,3.7,0.58,0.0,0.4,0.7,0.0,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,71.0,170.0,76.0,1985-11-29,32.0,0.625
Jack Shore,17-3-0,17.0,3.0,0.0,"5' 8""",145 lbs.,"71""",Orthodox,"Feb 06, 1995",3.6,0.0,2.31,0.56,0.0,0.39,0.74,0.0,http://ufcstats.com/fighter-details/b8a85389d115e35a,68.0,145.0,71.0,1995-02-06,20.0,0.85
Carli Judice,5-2-0,5.0,2.0,0.0,"5' 7""",125 lbs.,"68""",Southpaw,"Mar 02, 1999",10.73,0.0,8.08,0.55,0.0,0.25,0.77,0.0,http://ufcstats.com/fighter-details/f1ab6f37492c630a,67.0,125.0,68.0,1999-03-02,7.0,0.7142857142857143
Azat Maksum,15-3-0,15.0,3.0,0.0,"5' 7""",125 lbs.,"70""",Southpaw,"Feb 02, 1995",2.75,0.0,4.25,0.52,0.0,0.31,0.85,0.0,http://ufcstats.com/fighter-details/7f1bf0c255ec8756,67.0,125.0,70.0,1995-02-02,18.0,0.8333333333333334
Giga Chikadze,15-5-0,15.0,5.0,0.0,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",3.82,0.0,3.48,0.6,0.0,0.33,0.65,0.0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,72.0,145.0,74.0,1988-08-25,20.0,0.75
Polyana Viana,13-8-0,13.0,8.0,0.0,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",2.74,0.0,2.5,0.53,0.0,0.33,0.35,0.0,http://ufcstats.com/fighter-details/9673a497a9da119a,65.0,115.0,67.0,1992-06-14,21.0,0.6190476190476191
Fatima Kline,9-1-0,9.0,1.0,0.0,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000",5.01,0.0,2.71,0.57,0.0,0.58,0.5,0.0,http://ufcstats.com/fighter-details/745fa7b605f8e2da,66.0,115.0,67.0,2000-07-12,10.0,0.9
Ode Osbourne,13-9-0 (1 NC),13.0,9.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6d68c1afe954f121,0.0,0.0,0.0,,22.0,0.5909090909090909
Mayra Bueno Silva,10-6-1 (1 NC),10.0,6.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cc8c623cca88f54f,0.0,0.0,0.0,,16.0,0.625
David Martinez,13-1-0,13.0,1.0,0.0,"5' 5""",135 lbs.,"67""",Orthodox,"Aug 03, 1998",4.85,0.0,2.95,0.68,0.0,0.0,0.1,0.0,http://ufcstats.com/fighter-details/9a97acbfd5a08bfa,65.0,135.0,67.0,1998-08-03,14.0,0.9285714285714286
Sam Patterson,14-2-1,14.0,2.0,1.0,"6' 3""",170 lbs.,"78""",Orthodox,"Apr 30, 1996",3.89,0.0,3.93,0.49,0.0,0.1,0.33,0.0,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,75.0,170.0,78.0,1996-04-30,17.0,0.8235294117647058
Zhang Weili,26-4-0,26.0,4.0,0.0,"5' 4""",115 lbs.,"63""",Switch,"Aug 13, 1989",4.66,0.0,2.63,0.53,0.0,0.44,0.63,0.0,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,64.0,115.0,63.0,1989-08-13,30.0,0.8666666666666667
Edson Barboza,24-14-0,24.0,14.0,0.0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",4.14,0.0,4.6,0.55,0.0,0.5,0.73,0.0,http://ufcstats.com/fighter-details/64a50dad704d1d49,71.0,155.0,75.0,1986-01-21,38.0,0.631578947368421
Brunno Ferreira,14-2-0,14.0,2.0,0.0,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992",3.41,0.0,3.34,0.51,0.0,0.28,0.57,0.0,http://ufcstats.com/fighter-details/1e719d4b676dc19a,70.0,185.0,72.0,1992-11-04,16.0,0.875
Rayanne dos Santos,14-9-0,14.0,9.0,0.0,"5' 2""",115 lbs.,"62""",Orthodox,"Jun 08, 1995",4.57,0.0,6.47,0.59,0.0,0.14,0.8,0.0,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,62.0,115.0,62.0,1995-06-08,23.0,0.6086956521739131
Dricus Du Plessis,23-3-0,23.0,3.0,0.0,"6' 1""",185 lbs.,"76""",Switch,"Jan 14, 1994",5.18,0.0,4.33,0.52,0.0,0.51,0.34,0.0,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,73.0,185.0,76.0,1994-01-14,26.0,0.8846153846153846
Cody Durden,17-9-1,17.0,9.0,1.0,"5' 7""",125 lbs.,"67""",Southpaw,"Mar 29, 1991",3.66,0.0,4.47,0.5,0.0,0.47,0.75,0.0,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,67.0,125.0,67.0,1991-03-29,27.0,0.6296296296296297
Jake Hadley,11-4-0,11.0,4.0,0.0,"5' 7""",135 lbs.,"70""",Southpaw,"Aug 03, 1996",3.8,0.0,4.16,0.61,0.0,0.11,0.54,0.0,http://ufcstats.com/fighter-details/60a42bf82447c919,67.0,135.0,70.0,1996-08-03,15.0,0.7333333333333333
Lukasz Brzeski,9-7-1 (1 NC),9.0,7.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,0.0,0.0,0.0,,16.0,0.5625
Victor Hugo,25-5-0,25.0,5.0,0.0,"5' 7""",135 lbs.,"71""",Orthodox,"Nov 22, 1992",3.27,0.0,2.95,0.56,0.0,0.33,0.73,0.0,http://ufcstats.com/fighter-details/f264ba50b007f39e,67.0,135.0,71.0,1992-11-22,30.0,0.8333333333333334
Asu Almabayev,23-3-0,23.0,3.0,0.0,"5' 4""",125 lbs.,"65""",Orthodox,"Jan 25, 1994",2.31,0.0,1.99,0.53,0.0,0.42,0.44,0.0,http://ufcstats.com/fighter-details/8d3273573b85be09,64.0,125.0,65.0,1994-01-25,26.0,0.8846153846153846
Cody Brundage,11-7-1 (1 NC),11.0,7.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f14f644d41ade29f,0.0,0.0,0.0,,18.0,0.6111111111111112
Dan Ige,19-10-0,19.0,10.0,0.0,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991",3.64,0.0,3.56,0.56,0.0,0.25,0.56,0.0,http://ufcstats.com/fighter-details/82a5152216251682,67.0,145.0,71.0,1991-08-06,29.0,0.6551724137931034
MarQuel Mederos,11-1-0,11.0,1.0,0.0,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996",4.84,0.0,2.99,0.58,0.0,0.0,0.83,0.0,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,70.0,155.0,69.0,1996-11-30,12.0,0.9166666666666666
Tamires Vidal,7-4-0,7.0,4.0,0.0,"5' 6""",135 lbs.,"68""",Orthodox,"Jul 27, 1998",2.91,0.0,4.46,0.49,0.0,0.0,0.35,0.0,http://ufcstats.com/fighter-details/4f3064faf17aa711,66.0,135.0,68.0,1998-07-27,11.0,0.6363636363636364
Elise Reed,8-5-0,8.0,5.0,0.0,"5' 3""",115 lbs.,"63""",Orthodox,"Dec 05, 1992",3.41,0.0,3.26,0.51,0.0,0.6,0.53,0.0,http://ufcstats.com/fighter-details/ac7c765882f2c68c,63.0,115.0,63.0,1992-12-05,13.0,0.6153846153846154
JooSang Yoo,9-1-0,9.0,1.0,0.0,"5' 7""",145 lbs.,"71""",Orthodox,"Jan 21, 1994",6.36,0.0,4.99,0.56,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/a44020ea2e8cd026,67.0,145.0,71.0,1994-01-21,10.0,0.9
Virna Jandiroba,22-4-0,22.0,4.0,0.0,"5' 3""",115 lbs.,"64""",Orthodox,"May 30, 1988",2.33,0.0,2.9,0.55,0.0,0.37,0.74,0.0,http://ufcstats.com/fighter-details/7dda2cf308f24a02,63.0,115.0,64.0,1988-05-30,26.0,0.8461538461538461
Lucas Almeida,15-5-0,15.0,5.0,0.0,"5' 11""",145 lbs.,"71""",Orthodox,"Jan 31, 1991",4.94,0.0,5.36,0.44,0.0,0.0,0.53,0.0,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,71.0,145.0,71.0,1991-01-31,20.0,0.75
Michael Johnson,25-19-0,25.0,19.0,0.0,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.28,0.0,3.79,0.58,0.0,0.38,0.81,0.0,http://ufcstats.com/fighter-details/511e82663651438d,70.0,155.0,73.0,1986-06-04,44.0,0.5681818181818182
Danny Barlow,9-2-0,9.0,2.0,0.0,"6' 2""",185 lbs.,"79""",Southpaw,"Aug 02, 1995",5.81,0.0,4.65,0.52,0.0,0.0,0.1,0.0,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,74.0,185.0,79.0,1995-08-02,11.0,0.8181818181818182
Kevin Borjas,10-4-0,10.0,4.0,0.0,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997",4.19,0.0,5.74,0.49,0.0,0.0,0.71,0.0,http://ufcstats.com/fighter-details/34b96d52db1d26e6,65.0,125.0,68.0,1997-12-06,14.0,0.7142857142857143
Jackson McVey,6-2-0,6.0,2.0,0.0,"6' 4""",185 lbs.,"77""",Southpaw,"Mar 25, 1999",5.87,0.0,3.82,0.23,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/3eeec2f53cebdf12,76.0,185.0,77.0,1999-03-25,8.0,0.75
Dustin Stoltzfus,16-8-0,16.0,8.0,0.0,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",3.3,0.0,3.23,0.47,0.0,0.37,0.46,0.0,http://ufcstats.com/fighter-details/71505842fb6455c3,72.0,185.0,75.0,1991-11-15,24.0,0.6666666666666666
Karol Rosa,19-7-0,19.0,7.0,0.0,"5' 5""",135 lbs.,"67""",Orthodox,"Dec 30, 1994",5.88,0.0,4.59,0.49,0.0,0.48,0.7,0.0,http://ufcstats.com/fighter-details/351c4ec637380ad5,65.0,135.0,67.0,1994-12-30,26.0,0.7307692307692307
Michael Page,24-3-0,24.0,3.0,0.0,"6' 3""",185 lbs.,"79""",Switch,"Apr 07, 1987",2.39,0.0,1.68,0.57,0.0,0.16,0.66,0.0,http://ufcstats.com/fighter-details/a67d071163962af8,75.0,185.0,79.0,1987-04-07,27.0,0.8888888888888888
Tatiana Suarez,12-1-0,12.0,1.0,0.0,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",2.95,0.0,1.58,0.45,0.0,0.43,0.8,0.0,http://ufcstats.com/fighter-details/b08012bbe542592a,65.0,115.0,66.0,1990-12-19,13.0,0.9230769230769231
Nathaniel Wood,22-6-0,22.0,6.0,0.0,"5' 6""",145 lbs.,"69""",Orthodox,"May 08, 1993",5.74,0.0,4.32,0.54,0.0,0.5,0.73,0.0,http://ufcstats.com/fighter-details/329e403448756217,66.0,145.0,69.0,1993-05-08,28.0,0.7857142857142857
Ivana Petrovic,7-3-0,7.0,3.0,0.0,"5' 8""",125 lbs.,"70""",Southpaw,"Jun 11, 1994",1.91,0.0,2.05,0.56,0.0,0.38,0.61,0.0,http://ufcstats.com/fighter-details/38c5817ade8a8014,68.0,125.0,70.0,1994-06-11,10.0,0.7
Zhang Mingyang,19-7-0,19.0,7.0,0.0,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 16, 1998",7.71,0.0,5.33,0.43,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/8a65fd9ba31fd3f7,74.0,205.0,75.0,1998-08-16,26.0,0.7307692307692307
Chidi Njokuani,25-11-0 (1 NC),25.0,11.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,0.0,0.0,0.0,,36.0,0.6944444444444444
Ikram Aliskerov,17-2-0,17.0,2.0,0.0,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992",6.86,0.0,5.47,0.41,0.0,0.6,0.1,0.0,http://ufcstats.com/fighter-details/b07aed698fba8624,72.0,185.0,76.0,1992-12-07,19.0,0.8947368421052632
Jose Daniel Medina,11-6-0,11.0,6.0,0.0,"6' 0""",185 lbs.,"74""",Orthodox,"May 17, 1991",2.16,0.0,5.07,0.46,0.0,0.33,0.27,0.0,http://ufcstats.com/fighter-details/baa9be02c3e3e038,72.0,185.0,74.0,1991-05-17,17.0,0.6470588235294118
Gauge Young,10-3-0,10.0,3.0,0.0,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 14, 2000",5.71,0.0,5.82,0.48,0.0,0.3,0.71,0.0,http://ufcstats.com/fighter-details/b2a78df161bd67f9,69.0,155.0,70.0,2000-07-14,13.0,0.7692307692307693
Iwo Baraniewski,6-0-0,6.0,0.0,0.0,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 20, 1998",12.0,0.0,6.0,0.33,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,72.0,205.0,73.0,1998-11-20,6.0,1.0
Gabe Green,12-5-0,12.0,5.0,0.0,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993",5.6,0.0,6.19,0.47,0.0,0.5,0.5,0.0,http://ufcstats.com/fighter-details/5eb50529a8418b77,70.0,155.0,73.0,1993-05-02,17.0,0.7058823529411765
Marlon Vera,23-11-1,23.0,11.0,1.0,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",4.25,0.0,5.37,0.49,0.0,0.39,0.72,0.0,http://ufcstats.com/fighter-details/7c7332319c14094c,68.0,135.0,70.0,1992-12-02,35.0,0.6571428571428571
Mansur Abdul-Malik,8-0-1,8.0,0.0,1.0,"6' 2""",185 lbs.,"80""",Orthodox,"Oct 07, 1997",4.27,0.0,3.49,0.51,0.0,0.33,0.82,0.0,http://ufcstats.com/fighter-details/841695e02c99a521,74.0,185.0,80.0,1997-10-07,9.0,0.8888888888888888
Marcus Buchecha,5-2-0,5.0,2.0,0.0,"6' 2""",255 lbs.,"77""",Orthodox,"Jan 08, 1990",1.6,0.0,2.73,0.52,0.0,0.9,0.0,0.0,http://ufcstats.com/fighter-details/095854a135e6db55,74.0,255.0,77.0,1990-01-08,7.0,0.7142857142857143
Cub Swanson,30-14-0,30.0,14.0,0.0,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.79,0.0,4.0,0.59,0.0,0.5,0.63,0.0,http://ufcstats.com/fighter-details/d247691a6c0e9034,68.0,145.0,70.0,1983-11-02,44.0,0.6818181818181818
Ketlen Vieira,15-5-0,15.0,5.0,0.0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2.76,0.0,3.75,0.5,0.0,0.44,0.9,0.0,http://ufcstats.com/fighter-details/b9706f80d005036c,68.0,135.0,68.0,1991-08-26,20.0,0.75
Vinicius Oliveira,23-3-0,23.0,3.0,0.0,"5' 9""",135 lbs.,"70""",Switch,"Nov 30, 1995",5.28,0.0,2.89,0.57,0.0,0.5,0.8,0.0,http://ufcstats.com/fighter-details/18d01f7f8338ae72,69.0,135.0,70.0,1995-11-30,26.0,0.8846153846153846
Rafa Garcia,18-4-0,18.0,4.0,0.0,"5' 7""",155 lbs.,"70""",Orthodox,"Aug 05, 1994",4.31,0.0,4.54,0.61,0.0,0.44,0.76,0.0,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,67.0,155.0,70.0,1994-08-05,22.0,0.8181818181818182
Melsik Baghdasaryan,8-3-0,8.0,3.0,0.0,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",5.04,0.0,3.14,0.56,0.0,0.0,0.72,0.0,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,69.0,145.0,70.0,1992-01-28,11.0,0.7272727272727273
Rodolfo Bellato,12-3-1 (1 NC),12.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/69898645d600abdb,0.0,0.0,0.0,,15.0,0.8
Nyamjargal Tumendemberel,9-1-0,9.0,1.0,0.0,"5' 7""",125 lbs.,"71""",Orthodox,"Mar 22, 1998",3.18,0.0,3.33,0.52,0.0,0.38,0.54,0.0,http://ufcstats.com/fighter-details/17cb6d8e8187f304,67.0,125.0,71.0,1998-03-22,10.0,0.9
Sean Strickland,29-7-0,29.0,7.0,0.0,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.95,0.0,4.57,0.6,0.0,0.64,0.76,0.0,http://ufcstats.com/fighter-details/0d8011111be000b2,73.0,185.0,76.0,1991-02-27,36.0,0.8055555555555556
Ravena Oliveira,7-3-1,7.0,3.0,1.0,"5' 5""",115 lbs.,"65""",Orthodox,"Feb 20, 1997",1.4,0.0,2.8,0.5,0.0,0.66,0.5,0.0,http://ufcstats.com/fighter-details/4948e412fa6ab67d,65.0,115.0,65.0,1997-02-20,11.0,0.6363636363636364
Brendan Allen,26-7-0,26.0,7.0,0.0,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",3.59,0.0,3.62,0.47,0.0,0.42,0.56,0.0,http://ufcstats.com/fighter-details/2f181c0467965b98,74.0,185.0,75.0,1995-12-28,33.0,0.7878787878787878
Jack Jenkins,14-4-0,14.0,4.0,0.0,"5' 7""",145 lbs.,"68""",Switch,"Nov 03, 1993",4.48,0.0,2.95,0.59,0.0,0.6,0.71,0.0,http://ufcstats.com/fighter-details/a9da3158dd2c2b5a,67.0,145.0,68.0,1993-11-03,18.0,0.7777777777777778
Johnny Walker,22-9-0 (1 NC),22.0,9.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/c21f26bbde777573,0.0,0.0,0.0,,31.0,0.7096774193548387
Baisangur Susurkaev,11-0-0,11.0,0.0,0.0,"6' 2""",185 lbs.,"79""",Orthodox,"Jan 08, 2001",4.56,0.0,3.78,0.53,0.0,0.28,0.1,0.0,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,74.0,185.0,79.0,2001-01-08,11.0,1.0
Montserrat Conejo Ruiz,10-5-0,10.0,5.0,0.0,"5' 0""",115 lbs.,"61""",Southpaw,"Feb 03, 1993",2.21,0.0,6.19,0.44,0.0,0.5,0.44,0.0,http://ufcstats.com/fighter-details/1235b31de15d0c6e,60.0,115.0,61.0,1993-02-03,15.0,0.6666666666666666
Luis Gurule,10-2-0,10.0,2.0,0.0,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 16, 1993",4.93,0.0,4.53,0.61,0.0,0.9,0.56,0.0,http://ufcstats.com/fighter-details/29162be25ebef5f0,65.0,125.0,64.0,1993-11-16,12.0,0.8333333333333334
Kron Gracie,5-3-0,5.0,3.0,0.0,"5' 9""",145 lbs.,"70""",Southpaw,"Jul 11, 1988",2.95,0.0,5.73,0.51,0.0,0.25,0.0,0.0,http://ufcstats.com/fighter-details/242d36d241b43c12,69.0,145.0,70.0,1988-07-11,8.0,0.625
Marcus McGhee,10-2-0,10.0,2.0,0.0,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990",5.5,0.0,3.64,0.57,0.0,0.14,0.9,0.0,http://ufcstats.com/fighter-details/c0ac37a4a1133da9,68.0,135.0,69.0,1990-05-07,12.0,0.8333333333333334
Montel Jackson,15-3-0,15.0,3.0,0.0,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",3.09,0.0,1.4,0.61,0.0,0.63,0.67,0.0,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,70.0,135.0,75.0,1992-04-24,18.0,0.8333333333333334
Magomed Gadzhiyasulov,9-1-0,9.0,1.0,0.0,"6' 2""",205 lbs.,"75""",Orthodox,"Nov 04, 1993",2.89,0.0,1.64,0.62,0.0,0.73,0.61,0.0,http://ufcstats.com/fighter-details/6e344b71421103da,74.0,205.0,75.0,1993-11-04,10.0,0.9
Jake Matthews,22-8-0,22.0,8.0,0.0,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",3.34,0.0,2.62,0.6,0.0,0.41,0.64,0.0,http://ufcstats.com/fighter-details/a845f0735bc67405,71.0,170.0,73.0,1994-08-19,30.0,0.7333333333333333
Marcin Prachnio,17-9-0,17.0,9.0,0.0,"6' 3""",205 lbs.,"73""",Orthodox,"Jul 14, 1988",5.52,0.0,3.15,0.54,0.0,0.2,0.53,0.0,http://ufcstats.com/fighter-details/6370c1c1e12723d5,75.0,205.0,73.0,1988-07-14,26.0,0.6538461538461539
Aiemann Zahabi,14-2-0,14.0,2.0,0.0,"5' 8""",135 lbs.,"68""",Orthodox,"Nov 19, 1987",4.54,0.0,4.08,0.69,0.0,0.14,0.83,0.0,http://ufcstats.com/fighter-details/24656ef4d605c96f,68.0,135.0,68.0,1987-11-19,16.0,0.875
Joanderson Brito,17-5-1,17.0,5.0,1.0,"5' 8""",145 lbs.,"72""",Orthodox,"Feb 11, 1995",2.48,0.0,2.49,0.42,0.0,0.68,0.56,0.0,http://ufcstats.com/fighter-details/791c8437b341fba5,68.0,145.0,72.0,1995-02-11,23.0,0.7391304347826086
Abus Magomedov,28-7-1,28.0,7.0,1.0,"6' 2""",185 lbs.,"78""",Orthodox,"Sep 02, 1990",3.07,0.0,3.43,0.55,0.0,0.59,0.1,0.0,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,74.0,185.0,78.0,1990-09-02,36.0,0.7777777777777778
Jamal Pogues,11-5-0,11.0,5.0,0.0,"6' 3""",205 lbs.,"77""",Orthodox,"Dec 01, 1995",3.57,0.0,3.97,0.49,0.0,0.46,0.7,0.0,http://ufcstats.com/fighter-details/f41b9f5efc7162d6,75.0,205.0,77.0,1995-12-01,16.0,0.6875
Merab Dvalishvili,21-4-0,21.0,4.0,0.0,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",4.33,0.0,2.55,0.56,0.0,0.37,0.82,0.0,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,66.0,135.0,68.0,1991-01-10,25.0,0.84
Ciryl Gane,13-2-0 (1 NC),13.0,2.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/787bb1f087ccff8a,0.0,0.0,0.0,,15.0,0.8666666666666667
King Green,32-17-1 (1 NC),32.0,17.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/887961364be5ceb3,0.0,0.0,0.0,,49.0,0.6530612244897959
Dan Argueta,9-3-0 (2 NC),9.0,3.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e4ba58725825412d,0.0,0.0,0.0,,12.0,0.75
Connor Matthews,7-4-0,7.0,4.0,0.0,"5' 8""",145 lbs.,"71""",Switch,"May 31, 1992",4.82,0.0,6.06,0.55,0.0,0.55,0.46,0.0,http://ufcstats.com/fighter-details/36e78278a77006d4,68.0,145.0,71.0,1992-05-31,11.0,0.6363636363636364
Yousri Belgaroui,9-3-0,9.0,3.0,0.0,"6' 5""",185 lbs.,"79""",Orthodox,"Jun 02, 1992",5.82,0.0,2.52,0.61,0.0,0.1,0.68,0.0,http://ufcstats.com/fighter-details/7674b836ce0698a0,77.0,185.0,79.0,1992-06-02,12.0,0.75
Bruno Silva,23-13-0,23.0,13.0,0.0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 13, 1989",3.86,0.0,5.35,0.41,0.0,0.22,0.74,0.0,http://ufcstats.com/fighter-details/12ebd7d157e91701,72.0,185.0,74.0,1989-07-13,36.0,0.6388888888888888
Stewart Nicoll,8-2-0,8.0,2.0,0.0,"5' 5""",125 lbs.,"65""",Orthodox,"Apr 11, 1996",3.0,0.0,6.69,0.48,0.0,0.14,0.25,0.0,http://ufcstats.com/fighter-details/2bd98ab77a8daa75,65.0,125.0,65.0,1996-04-11,10.0,0.8
Andreas Gustafsson,12-3-0,12.0,3.0,0.0,"6' 1""",170 lbs.,"73""",Orthodox,"Feb 20, 1991",5.82,0.0,3.63,0.45,0.0,0.58,0.1,0.0,http://ufcstats.com/fighter-details/2caf993f53541fa1,73.0,170.0,73.0,1991-02-20,15.0,0.8
Brandon Moreno,23-8-2,23.0,8.0,2.0,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.96,0.0,3.62,0.6,0.0,0.44,0.64,0.0,http://ufcstats.com/fighter-details/792be9a24df82ed6,67.0,125.0,70.0,1993-12-07,33.0,0.696969696969697
Guram Kutateladze,13-5-0,13.0,5.0,0.0,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.53,0.0,4.22,0.54,0.0,0.15,0.75,0.0,http://ufcstats.com/fighter-details/7772b283d288dbe2,71.0,155.0,72.0,1992-01-08,18.0,0.7222222222222222
